SortOrder,Tblname,AttributeLabel,AttributeDescription,AttributeUnit
708,QAQC_Values,Th_ppm_AR,"Thorium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
709,QAQC_Values,Tl_ppm_AR,"Thallium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
710,QAQC_Values,U_ppm_AR,"Uranium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
711,QAQC_Values,V_ppm_AR,"Vanadium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
712,QAQC_Values,W_ppm_AR,"Tungsten, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
713,QAQC_Values,Y_ppm_AR,"Yttrium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
714,QAQC_Values,Zn_ppm_AR,"Zinc, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
715,QAQC_Values,Zr_ppm_AR,"Zirconium, in parts per million by weight, determined by ICP-OES-MS after an Aqua Regia Digestion (C_AQUA_REGIA). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
716,QAQC_Values,Au_ppb_FA,"Gold, in parts per billion by weight, determined by ICP-OES-MS after a lead fusion fire assay (C_FA_ICPMS-AU or C_FA_AU-PD-PT). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
717,QAQC_Values,Pd_ppb_FA,"Palladium, in parts per billion by weight, determined by ICP-OES-MS after a lead fusion fire assay (C_FA_AU-PD-PT). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
718,QAQC_Values,Pt_ppb_FA,"Platinum, in parts per billion by weight, determined by ICP-OES-MS after a lead fusion fire assay (C_FA_AU-PD-PT). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per billion by weight (ppb)
719,QAQC_Values,Al2O3_pct_WDX,"Aluminum, reported as aluminum oxide or alumina (Al2O3) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
720,QAQC_Values,BaO_pct_WDX,"Barium, reported as barium oxide or baria (BaO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
721,QAQC_Values,CaO_pct_WDX,"Calcium, reported as calcium oxide or quicklime (CaO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
722,QAQC_Values,Cr2O3_pct_WDX,"Chromium, reported as chromium(III) oxide or chromia (Cr2O3) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
723,QAQC_Values,Fe2O3_pct_WDX,"Total iron (regardless of the oxidation state), reported as iron(III) oxide or ferric oxide (Fe2O3) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
724,QAQC_Values,K2O_pct_WDX,"Potassium, reported as potassium oxide (K2O) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
725,QAQC_Values,LOI_pct_WDX,"Loss on ignition (LOI), in weight percent, determined by gravimetry (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
726,QAQC_Values,MgO_pct_WDX,"Magnesium, reported as magnesium oxide or magnesia (MgO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
727,QAQC_Values,MnO_pct_WDX,"Manganese, reported as manganese(II) oxide (MnO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
728,QAQC_Values,Na2O_pct_WDX,"Sodium, reported as sodium oxide (Na2O) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
729,QAQC_Values,P2O5_pct_WDX,"Phosphorus, reported as phosphorus pentoxide (P2O5) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
730,QAQC_Values,SiO2_pct_WDX,"Silicon, reported as silicon dioxide or silica (SiO2) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
731,QAQC_Values,SrO_pct_WDX,"Strontium, reported as strontium oxide or strontia (SrO) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
732,QAQC_Values,TiO2_pct_WDX,"Titanium, reported as titanium dioxide or titania (TiO2) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
733,QAQC_Values,V2O5_pct_WDX,"Vanadium, reported as vanadium pentoxide or vanadia (V2O5) in weight percent, determined by WDXRF (C_WDXRF-MAJORS). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
734,QAQC_Values,F_pct_ISE,"Fluoride anion (F-), in weight percent, determined by ion-selective electrode following a sodium hydroxide fusion (C_ISE-F). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
735,QAQC_Values,S_pct_IR,"Total sulfur, in weight percent, determined by combustion followed by LECO infrared detection (S_pct_IR). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
736,QAQC_Values,C_pct_IR,"Total carbon, in weight percent, determined by combustion followed by LECO infrared detection (C-TOTAL-S_C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
737,QAQC_Values,CO2_pct_CARB,"Carbon dioxide, in weight percent, determined by Coulometry (C-CO2-CARB). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
738,QAQC_Values,CRBNT_pct_CARB,"Carbon dioxide (carbonate), in weight percent, determined by Coulometry (C-CO2-CARB). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
739,QAQC_Values,Hg_ppm_CVAAS,"Mercury, in parts per million by weight, determined by cold vapour AAS (C-CVAAS-HG). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
740,QAQC_Values,Organic_C_pct_C,"Organic carbon, in weight percent,determined by the calculated difference between total carbon and carbonate carbon when determined by combustion and coulometric titration (C-ORGANIC-C).  Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
741,QAQC_Values,Al2O3_pct_ICP16,"Aluminum oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
742,QAQC_Values,Ba_ppm_ICP16,"Barium, in parts per million by weight, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
743,QAQC_Values,CaO_pct_ICP16,"Calcium oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
744,QAQC_Values,Cr2O3_pct_ICP16,"Chromium(III) oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
745,QAQC_Values,Fe2O3_pct_ICP16,"Iron(III) oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
746,QAQC_Values,K2O_pct_ICP16,"Potassium oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
747,QAQC_Values,MgO_pct_ICP16,"Magnesium oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
748,QAQC_Values,MnO_pct_ICP16,"Manganese(II) oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
749,QAQC_Values,Na2O_pct_ICP16,"Sodium oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
750,QAQC_Values,P2O5_pct_ICP16,"Phosphorus pentoxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
751,QAQC_Values,SiO2_pct_ICP16,"Silicon dioxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
752,QAQC_Values,Sr_ppm_ICP16,"Strontium, in parts per million by weight, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
753,QAQC_Values,TiO2_pct_ICP16,"Titanium dioxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
754,QAQC_Values,V2O5_pct_ICP16,"Vanadium(V) oxide, in weight percent, determined by using a lithium metaborate fusion with an Inductively Coupled Plasma-Optical Emission Spectroscopy (C-ICPOES-16). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
755,QAQC_Values,Au_ppm_FA_ORE,"Gold, in parts per million by weight, determined by ICP-OES after an aqua regia digestion (C-FA_ORE_AU-PD-PT). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
756,QAQC_Values,Pd_ppm_FA_ORE,"Palladium, in parts per million by weight, determined by ICP-OES after an aqua regia digestion (C-FA_ORE_AU-PD-PT). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
757,QAQC_Values,Pt_ppm_FA_ORE,"Palladium, in parts per million by weight, determined by ICP-OES after an aqua regia digestion (C-FA_ORE_AU-PD-PT). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
758,QAQC_Values,Ag_ppm_ICP42C,"Silver, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
759,QAQC_Values,As_ppm_ICP42C,"Arsenic, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (&lt;) or 'greater than' (&gt;) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
760,QAQC_Values,Be_ppm_ICP42C,"Beryllium, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
761,QAQC_Values,Bi_ppm_ICP42C,"Bismuth, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
762,QAQC_Values,Cd_ppm_ICP42C,"Cadmium, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
763,QAQC_Values,Co_ppm_ICP42C,"Cobalt, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
764,QAQC_Values,Cu_ppm_ICP42C,"Copper, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
765,QAQC_Values,Li_ppm_ICP42C,"Lithium, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
766,QAQC_Values,Mo_ppm_ICP42C,"Molybdenum, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
767,QAQC_Values,Na_ppm_ICP42C,"Sodium, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
768,QAQC_Values,Ni_ppm_ICP42C,"Nickel, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
769,QAQC_Values,P_ppm_ICP42C,"Phosphorus, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
770,QAQC_Values,Pb_ppm_ICP42C,"Lead, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
771,QAQC_Values,Sb_ppm_ICP42C,"Antimony, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
772,QAQC_Values,Se_ppm_ICP42C,"Selenium, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
773,QAQC_Values,Sn_ppm_ICP42C,"Tin, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
774,QAQC_Values,Tl_ppm_ICP42C,"Thallium, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
775,QAQC_Values,Y_ppm_ICP42C,"Yttrium, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
776,QAQC_Values,Zn_ppm_ICP42C,"Zinc, in parts per million by weight, determined by ICP-OES and ICP-MS after a digestion by 4-acid mixture (GC_ICP42C). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
777,QAQC_Values,Ce_ppm_ICPREE,"Cerium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
778,QAQC_Values,Dy_ppm_ICPREE,"Dysprosium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
779,QAQC_Values,Er_ppm_ICPREE,"Erbium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
780,QAQC_Values,Eu_ppm_ICPREE,"Europium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
781,QAQC_Values,Gd_ppm_ICPREE,"Gadolinium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
782,QAQC_Values,Ho_ppm_ICPREE,"Holmium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
783,QAQC_Values,La_ppm_ICPREE,"Lanthanum, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
784,QAQC_Values,Lu_ppm_ICPREE,"Lutetium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
785,QAQC_Values,Nd_ppm_ICPREE,"Neodymium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
786,QAQC_Values,Pr_ppm_ICPREE,"Praseodymium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
787,QAQC_Values,Sm_ppm_ICPREE,"Samarium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
788,QAQC_Values,Tb_ppm_ICPREE,"Terbium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
789,QAQC_Values,Th_ppm_ICPREE,"Thorium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
790,QAQC_Values,Tm_ppm_ICPREE,"Thulium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
791,QAQC_Values,U_ppm_ICPREE,"Uranium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
792,QAQC_Values,Yb_ppm_ICPREE,"Ytterbium, in parts per million by weight, determined by ICP-MS after a sodium peroxide-sodium hydroxide fusion (C-ICPMS-REE). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (&lt;) or 'greater than' (&gt;) symbol, respectively. A blank or NULL value indicates that no data are available.",parts per million by weight (ppm)
793,QAQC_Values,Co_pct_WDXRFBM,"Cobalt, in weight percent, determined by WDXRF (C-WDXRF_BM). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
794,QAQC_Values,Cu_pct_WDXRFBM,"Copper, in weight percent, determined by WDXRF (C-WDXRF_BM). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (<) or 'greater than' (>) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
795,QAQC_Values,Fe_pct_WDXRFBM,"Iron, in weight percent, determined by WDXRF (C-WDXRF_BM). Expected GRM values below or above normal detection limits may be expressed with a 'less than' (&lt;) or 'greater than' (&gt;) symbol, respectively. A blank or NULL value indicates that no data are available.",weight percent (% or pct)
